,bgm,bpm,genre,language,public_time,attitude,emotion,match,like_time,unlike_time
1467,Blueming - 逗号的留声机,103.359375,blues,,,,happy,1,0,0
1468,蜗牛与黄鹂鸟 (抖音DJ热搜版) - 小猫多鱼,129.1992188,Dance,国语,2020/6/22,,happy,1,0,0
1469,晚安 - 颜人中,112.3471467,blues,国语,2015/9/25,positive,happy,1,0,0
1470,魔法城堡 - 69,95.703125,Pop,国语,2020/6/29,positive,sad,1,0,0
1471,PHANTASY STARONLINE - deko、YAMEII,143.5546875,pop,,,,sad,1,0,0
1472,魔法城堡 (片段) - 原来是萝卜丫,92.28515625,blues,,,,peaceful,1,0,0
1473,La Banda - F. Physical、A. Doremi、Sax Project,123.046875,Dance,英语,2018/12/19,negative,mad,1,0,0
1474,神の怒り - 光宗信吉,135.9991776,rock,,,,happy,1,0,0
1475,Spin With You - Emma Sameth、Jeremy Zucker、Wolfe,95.703125,hiphop,,,negative,happy,1,0,0
1476,火红的萨日朗 - 乌兰托娅,112.3471467,reggae,国语,2019/12/10,positive,happy,1,0,0
1477,热播就对了 - 69,99.38401442,hiphop,,,,happy,1,0,0
1478,追梦人 - DJ,117.4538352,rock,,,positive,happy,1,0,0
1479,你懂得 - 阿悠悠,89.10290948,hiphop,,,,happy,1,0,0
1480,Oreflam - Luc Arbogast,86.1328125,country,,,,sad,1,0,0
1481,大城小爱 - 王力宏,66.25600962,Pop,国语,2005/12/30,positive,happy,1,0,0
1482,烟火里的尘埃 - 蒋先生,129.1992188,hiphop,,,,happy,1,0,0
1483,The Waiting Game - 纯音乐,112.3471467,hiphop,英语,2008/1/1,positive,mad,1,0,0
1484,你说 - 赵乃吉,151.99908090000002,Pop,国语,2017/12/15,negative,peaceful,1,0,0
1485,爱江山更爱美人 - 小阿枫,151.99908090000002,Pop,国语,1994/1/1,negative,happy,1,0,0
1486,我在你眼里到底算什么 (Live片段) - 花姐,117.4538352,Pop,国语,2020/7/14,negative,sad,1,0,0
1487,一千个伤心的理由 (片段) - 维艾迪娅,69.83741554,pop,,,,happy,1,0,0
1488,犯错 - 顾峰、斯琴高丽,135.9991776,Pop,国语,2008/12/10,negative,happy,1,0,0
1489,星光背后 (片段) - 贝贝帅,129.1992188,Pop,粤语,2005/9/7,negative,sad,1,0,0
1490,"下个,路口,见 - 哦漏",99.38401442,hiphop,国语,2009/12/22,positive,happy,1,0,0
1491,陷阱 - 蜉蝣Wh,117.4538352,Pop,国语,2018/7/10,negative,peaceful,1,0,0
1492,爱情的故事 - 王晴,123.046875,Pop,国语,1992/11/1,positive,mad,1,0,0
1493,沉默是金 (合唱版本) - 张国荣、许冠杰,83.35433468,Pop,粤语,1988/6/29,negative,happy,1,0,0
1494,Darker Than The Light That Never Bleeds (ChesterForeverSteveAokiRemix) - LINKIN PARK、Steve Aoki,123.046875,hiphop,,,,mad,1,0,0
1495,Waiting For Love (Remix) - 白一阳,123.046875,Pop,英语,2020/4/20,negative,peaceful,1,0,0
1496,사랑했나봐 (也许爱过吧)(2017蒙面歌王现场) - BOBBY,92.28515625,country,,,,happy,1,0,0
1497,乘风破浪向你飘 - 可爱的小团团,95.703125,Pop,国语,2020/6/9,positive,happy,1,0,0
1498,社会人专用DJ - 东子陌,129.1992188,hiphop,英语,2019/12/19,positive,happy,1,0,0
1499,要爱你就来 (DJ版) - AZ珍珍,117.4538352,hiphop,国语,2019/9/24,positive,happy,1,0,0
1500,室内系的TrackMaker - hanser,129.1992188,hiphop,,,,happy,1,0,0
1501,星光背后 - 贝贝帅,83.35433468,Pop,粤语,2005/9/7,negative,happy,1,0,0
1502,胖子多棒 - 网络歌手,129.1992188,hiphop,国语,2017/6/29,,sad,1,0,0
1503,Blueming - 未知,103.359375,blues,,,,happy,1,0,0
1504,爱情主演 (DJ何鹏版) - 默言,129.1992188,Pop,国语,2018/3/14,positive,happy,1,0,0
1505,君を忘れてた (忘了还有你) - Falcom Sound Team jdk,143.5546875,country,,,,peaceful,1,0,0
1506,我怎么这么好看 - 大张伟,123.046875,Pop,国语,2020/7/10,positive,mad,1,0,0
1507,魔动闪霸 - Zizzy Z,99.38401442,pop,,,,peaceful,1,0,0
1508,это ли счастье (热搜版) - 小猫多鱼,103.359375,pop,国语,2020/6/1,negative,happy,1,0,0
1509,最后的倾诉 (四步) - 刘晓,78.30255682,hiphop,,,,peaceful,1,0,0
1510,夏日炎炎有你超甜 - 苏名哲,129.1992188,Dance,国语,2020/6/17,positive,happy,1,0,0
1511,错失风雅 - 伊格赛听、鹿一君、晗木之,135.9991776,Pop,国语,2020/6/6,positive,happy,1,0,0
1512,一曲红尘 - 艾歌,129.1992188,Pop,国语,2016/7/8,positive,peaceful,1,0,0
1513,不配怀念 (DJ69、DJ虞姬、DJ锋锋版) - 69、虞姬、锋锋,129.1992188,Dance,国语,2020/3/24,negative,peaceful,1,0,0
1514,Right Now (Na Na Na) - am1r,135.9991776,hiphop,英语,2008/11/25,negative,mad,1,0,0
1515,小さい春 - Andre Gagnon,107.6660156,blues,,,,sad,1,0,0
1516,不配怀念 - 虞姬、锋锋,129.1992188,Dance,国语,2020/3/24,negative,happy,1,0,0
1517,最美的伤口 (片段) - 北北、舟一、王玉萌,95.703125,hiphop,,,,peaceful,1,0,0
1518,少年 - 梦然,89.10290948,Pop,国语,2019/11/14,positive,peaceful,1,0,0
1519,Kimi No Toriko (VersiDJRemix) - 未知,103.359375,Dance,印尼语,2020/2/24,,happy,1,0,0
1520,我原以为 (片段) - 师硕晗,61.5234375,country,国语,2020/2/4,positive,sad,1,0,0
1521,最后最后还是放开了手 (完整原版) - 苏名哲,129.1992188,Pop,国语,2020/7/2,negative,happy,1,0,0
1522,快速换装 (热播版) - 安浩凯,161.49902340000003,Dance,国语,2020/7/1,,sad,1,0,0
1523,Vitas《Mama》音轨精曲抒情慢摇 (DJ版) - DJ,135.9991776,hiphop,,,,happy,1,0,0
1524,всю жизнь - мавлан музыка,117.4538352,Pop,英语,2018/9/4,negative,happy,1,0,0
1525,不爱我就别伤害我 - 叶筱萱、亚喃,86.1328125,hiphop,国语,2019/8/22,negative,sad,1,0,0
1526,Wanna Be Starting Something - T Stars Deluxe,103.359375,hiphop,英语,2009/10/6,negative,happy,1,0,0
1527,入戏太深 (DJ kene版) - 承利、kene,129.1992188,hiphop,,,,happy,1,0,0
1528,夏天的风 - 刘瑞琦,129.1992188,Pop,国语,2020/4/16,positive,peaceful,1,0,0
1529,有何不可 - 紫陌,99.38401442,hiphop,国语,2009/1/10,positive,happy,1,0,0
1530,错失风雅 - 伊格赛听、鹿一君、涵木之,135.9991776,Pop,国语,2020/6/6,positive,happy,1,0,0
1531,A Thousand Miles - Josh Vietti,95.703125,Pop,纯音乐,2012/10/30,negative,happy,1,0,0
1532,A Thousand Miles - Josh Vietti,95.703125,Pop,纯音乐,2012/10/30,negative,happy,1,0,0
1533,知否知否 - 胡夏、郁可唯,78.30255682,Soundtrack,国语,2019/1/16,negative,sad,1,0,0
1534,酒吧气氛土嗨 - 宋艳娇,129.1992188,Pop,纯音乐,2020/5/7,negative,sad,1,0,0
1535,快速换装 - 安浩凯,161.49902340000003,Rock,英语,2020/7/10,negative,sad,1,0,0
1536,Better Together - Jack Johnson,123.046875,hiphop,,,,mad,1,0,0
1537,父亲写的散文诗 (时光版) - 许飞,129.1992188,Pop,国语,2016/6/17,positive,sad,1,0,0
1538,말해! 뭐해? (说！干什么？) - K.Will,80.74951172,rock,,,,happy,1,0,0
1539,Dancing With Your Ghost - Sasha Sloan,75.99954044,Pop,英语,2019/6/28,negative,mad,1,0,0
1540,You - Approaching Nirvana,129.1992188,Electronica,纯音乐,2012/3/24,positive,mad,1,0,0
1541,微笑吧 (女生版) - 毛小国,129.1992188,Pop,国语,2020/5/18,positive,happy,1,0,0
1542,苏幕遮 - 张晓棠,117.4538352,pop,,,,happy,1,0,0
1543,有你的快乐 (片段) - 彤仔儿,112.3471467,blues,国语,2008/5/6,negative,peaceful,1,0,0
1544,粉红情歌 - 蓝若兮,161.49902340000003,Pop,国语,2014/5/25,positive,happy,1,0,0
1545,坦坦荡荡活人间 - 蒋婴,123.046875,Pop,国语,2019/11/8,positive,happy,1,0,0
1546,成都 - 赵雷,184.5703125,blues,,,positive,sad,1,0,0
1547,人间 (片段) - 林子,129.1992188,Pop,纯音乐,2020/6/18,positive,happy,1,0,0
1548,萨克斯男唱 - 志泽、虞姬,129.1992188,hiphop,,,,happy,1,0,0
1549,对面的小姐姐 (完整DJ原版) - 王Music,95.703125,Dance,国语,2020/6/28,negative,happy,1,0,0
1550,恋人心 - 魏新雨,161.49902340000003,blues,国语,2014/6/16,negative,sad,1,0,0
1551,火影卡点 - 安筱冷,129.1992188,EasyListening,纯音乐,2011/10/30,positive,happy,1,0,0
1552,Early Morning Dreams (Kled Mone Remix) - Kadebostany,103.359375,Dance,英语,2017/10/8,negative,happy,1,0,0
1553,没有你陪伴真的好孤单 - 梦然,83.35433468,Pop,国语,2013/9/22,positive,happy,1,0,0
1554,Beautiful Now - Zedd、Jon Bellion,129.1992188,Dance,英语,2015/5/15,positive,peaceful,1,0,0
1555,君を忘れてた - Falcom Sound Team jdk,143.5546875,country,纯音乐,2007/9/27,positive,peaceful,1,0,0
1556,微笑吧 - 未知,129.1992188,Pop,国语,2020/4/8,positive,sad,1,0,0
1557,孤单坠爱 (DJ版) - 庄心妍,129.1992188,Dance,其他,2016/11/11,positive,happy,1,0,0
1558,太迟 - 王茗,103.359375,Pop,国语,2020/3/19,positive,sad,1,0,0
1559,画皮 - 未知,172.265625,Pop,国语,2020/1/17,positive,happy,1,0,0
1560,情人 - 蔡徐坤,86.1328125,Pop,国语,2020/5/24,positive,happy,1,0,0
1561,人的这一生 - 伊笑,95.703125,Pop,国语,2020/6/7,negative,happy,1,0,0
1562,第一次 (Live) - 光良,107.6660156,Pop,国语,2018/2/17,negative,happy,1,0,0
1563,Caged Bird (Outro) - Alicia Keys,123.046875,blues,其他,2019/2/15,,sad,1,0,0
1564,爱出发 - TFBOYS,129.1992188,Pop,国语,2013/10/4,positive,sad,1,0,0
1565,好久不见 - 音浪老师,151.99908090000002,Pop,国语,2007/4/24,positive,sad,1,0,0
1566,Homage - Mild High Club,73.828125,Alternative,英语,2016/8/26,negative,peaceful,1,0,0
1567,萨斯给 - 阿吉野马,129.1992188,Pop,国语,2018/10/17,positive,happy,1,0,0
1568,你是我拒绝别人的理由 (DJ Candy版) - 赵霏儿,129.1992188,hiphop,,,,happy,1,0,0
1569,空空如也 - 蔡妍,151.99908090000002,Pop,国语,2010/8/18,positive,happy,1,0,0
1570,素颜 (Feat.文韬) - 宋雅萌,86.1328125,blues,,,,sad,1,0,0
1571,夏天的风 - 枫宇辰、兰妮,129.1992188,Pop,国语,2020/4/16,positive,peaceful,1,0,0
1572,Industrial Unrest - Jenny Agutter,117.4538352,rock,,,,mad,1,0,0
1573,船歌 - 纯音乐,161.49902340000003,Folk,国语,2004/4/22,positive,happy,1,0,0
1574,对手 (Live片段) - 宋立伟,99.38401442,pop,国语,2020/6/14,positive,peaceful,1,0,0
1575,画皮 - 小浅,172.265625,Pop,国语,2020/1/17,positive,happy,1,0,0
1576,震撼你心 (DJ版) - 新旭,129.1992188,Pop,国语,2019/6/12,positive,happy,1,0,0
1577,最美的伤口 - 张禾禾、大石桥联盟蓝天晨、雨萱、北北,95.703125,hiphop,国语,2020/1/1,positive,peaceful,1,0,0
1578,我从草原来 (Live片段) - 苏晗,89.10290948,Pop,国语,2010/9/30,positive,happy,1,0,0
1579,Nevada - Vicetone、Cozi Zuehlsdorff,129.1992188,Dance,英语,2016/6/24,negative,mad,1,0,0
1580,Don't Play - Jaeger,103.359375,Pop,国语,2017/1/1,positive,peaceful,1,0,0
1581,La Banda - 者思范Remix,123.046875,Dance,纯音乐,2015/4/21,negative,mad,1,0,0
1582,As Long As You Love Me (Acoustic) - Justin Bieber,135.9991776,Folk,英语,2012/11/2,negative,happy,1,0,0
1583,莫问归期 (DJ徐子杨版) - 蒋雪儿,129.1992188,hiphop,,,,happy,1,0,0
1584,喜欢你 - G.E.M.邓紫棋,135.9991776,Pop,国语,2002/9/1,positive,mad,1,0,0
1585,僕が死のうと思ったのは (曾经我也想过一了百了) - 中島美嘉,83.35433468,rock,国语,2017/3/31,,mad,1,0,0
1586,동거 (同居) - 秋天假期,117.4538352,Pop,韩语,2010/10/7,positive,peaceful,1,0,0
1587,As Long As You Love Me - Justin Bieber,135.9991776,Pop,英语,2012/6/15,positive,happy,1,0,0
1588,我爱你不问归期 (片段) - 半吨兄弟,80.74951172,metal,国语,2020/4/17,positive,happy,1,0,0
1589,最佳说唱 - 马阿俊,89.10290948,hiphop,其他,2019/10/31,,happy,1,0,0
1590,嗯哒嗯哒 (完整原版) - 苏名哲,161.49902340000003,Dance,国语,2020/6/23,positive,sad,1,0,0
1591,幻听 (片段) - 半吨兄弟,80.74951172,metal,其他,2019/6/12,,happy,1,0,0
1592,蓝色海黑色河 (DJ版) - 69,129.1992188,hiphop,国语,2020/5/8,positive,happy,1,0,0
1593,Blue Sky - 朴世君,143.5546875,Dance,英语,2015/6/30,negative,peaceful,1,0,0
1594,抖音最火换装卡点 - 苏名哲,129.1992188,pop,纯音乐,2020/6/30,positive,happy,1,0,0
1595,包容 - 郑源,69.83741554,Pop,国语,2010/7/29,positive,peaceful,1,0,0
1596,Blueming - 张大千子,103.359375,blues,,,,happy,1,0,0
1597,震撼你心 - 新旭,129.1992188,Pop,国语,2019/6/12,positive,happy,1,0,0
1598,百花香 (DJ版) - 魏新雨,117.4538352,Pop,国语,2019/10/9,positive,sad,1,0,0
1599,兜圈 (片段) - 火鸡,103.359375,Dance,英语,2017/4/7,positive,happy,1,0,0
1600,Something Just Like This (Megamix) - AnDyWuMUSICLAND,103.359375,hiphop,,,,happy,1,0,0
1601,如果这就是爱情 - 张靓颖,151.99908090000002,Pop,国语,2010/2/2,negative,mad,1,0,0
1602,Jhak Maar Ke - Neeraj Shridhar、Harshdeep kaur,95.703125,Pop,纯音乐,2013/3/18,,happy,1,0,0
1603,烟花易冷 (2019《快乐大本营》现场) - 邓伦,151.99908090000002,country,,,,sad,1,0,0
1604,梁祝 (钢琴演奏版Live) - 纯音乐,117.4538352,WorldMusic,纯音乐,2004/9/20,positive,happy,1,0,0
1605,最快换装舞 - 刘士鸣,161.49902340000003,Dance,纯音乐,2020/6/29,positive,peaceful,1,0,0
1606,只要有你 - 黄晓明、刘涛、周杰、古巨基、马伊琍、黄奕,143.5546875,country,国语,2003/7/1,positive,peaceful,1,0,0
1607,僕が死のうと思ったのは - 中島美嘉,83.35433468,rock,日语,2013/8/28,negative,mad,1,0,0
1608,最炫旗袍秀 - 小琢,99.38401442,Pop,国语,2019/7/30,positive,happy,1,0,0
1609,爱情错觉 (片段) - M哥,99.38401442,hiphop,国语,2020/5/31,positive,happy,1,0,0
1610,不配怀念 (DJ版) - 心歌,129.1992188,Dance,国语,2020/3/24,negative,happy,1,0,0
1611,哒嗯哒嗯+大大大 (DJ版) - 未知,151.99908090000002,hiphop,纯音乐,2020/7/3,positive,happy,1,0,0
1612,万有引力 - 汪苏泷,95.703125,metal,国语,2012/7/16,positive,happy,1,0,0
1613,无情的谎言 - 庄学忠,135.9991776,Pop,国语,2015/6/15,negative,sad,1,0,0
1614,你莫走 (DJ版) - 未知,117.4538352,hiphop,国语,2020/5/23,positive,happy,1,0,0
1615,孤芳自赏 (电摇版) - 独钟花臂彦,86.1328125,rock,国语,2019/9/6,positive,happy,1,0,0
1616,How You Like That - BLACKPINK,92.28515625,pop,韩语,2020/6/26,positive,mad,1,0,0
1617,百花香 (DJ Candy版) - 魏新雨,123.046875,R&B,韩语,2020/5/25,positive,peaceful,1,0,0
1618,哒嗯哒嗯+大大大 - 戴梦词,151.99908090000002,hiphop,,,,happy,1,0,0
1619,это ли счастье? (DJ热搜) - 苏以沫,103.359375,pop,,,,happy,1,0,0
1620,毛不易《像我这样的人》就不用借酒《消愁》啦《二零三》 - 未知,112.3471467,Pop,国语,2017/8/19,positive,mad,1,0,0
1621,Shalala Lala - Vengaboys,123.046875,Pop,英语,2000/3/13,negative,mad,1,0,0
1622,5年了依然喜欢听电音 (DJ版) - 糖糖,129.1992188,Dance,其他,2015/6/10,positive,happy,1,0,0
1623,蓝色海黑色河 - 69,129.1992188,hiphop,国语,2020/5/11,negative,happy,1,0,0
1624,素颜 - 宋雅萌,86.1328125,blues,国语,2010/8/18,positive,sad,1,0,0
1625,Thrift Shop - Macklemore & Ryan Lewis、Wanz,95.703125,Rap/HipHop,英语,2012/10/9,negative,happy,1,0,0
1626,盘他 - 南方北方,103.359375,blues,国语,2019/2/3,negative,happy,1,0,0
1627,朝なんぎいの唄~南行きの小船の上で - 村松健,123.046875,blues,日语,1991/6/21,,happy,1,0,0
1628,Trip - Axero,123.046875,Dance,纯音乐,2018/1/1,positive,happy,1,0,0
1629,"""可能我撞了南墙才会回头吧""今天你被这首魔性民谣洗脑了吗? - 未知",117.4538352,country,其他,2018/11/30,,sad,1,0,0
1630,小鹿乱撞 - RoleX,135.9991776,hiphop,国语,2019/7/10,positive,happy,1,0,0
1631,がまんして下さい - 虹音,129.1992188,Soundtrack,纯音乐,2010/3/24,positive,sad,1,0,0
1632,花桥流水 - 纳兰珠儿、高安,89.10290948,Folk,国语,2012/12/30,positive,peaceful,1,0,0
1633,对面的小姐姐 - 王Music,95.703125,Pop,国语,2020/4/7,positive,happy,1,0,0
1634,魔动闪霸：对手(live) - 宋立伟,99.38401442,Rap/HipHop,国语,2020/6/14,positive,peaceful,1,0,0
1635,玛尼情歌 - 丁靖懿,99.38401442,rock,,,,happy,1,0,0
1636,负心的你 (Live版片段) - 海方姐姐,161.49902340000003,Pop,国语,2019/12/23,negative,happy,1,0,0
1637,通天大道宽又阔 - 三叶草演唱组、崔京浩,161.49902340000003,Soundtrack,国语,2000/8/13,negative,happy,1,0,0
1638,Kimi No Toriko (抖音完整原版) - 虞姬、圈妹,103.359375,Pop,纯音乐,2020/5/27,positive,happy,1,0,0
1639,不配怀念 - 心歌,129.1992188,Dance,国语,2020/3/24,negative,happy,1,0,0
1640,她说 (Live) - 杨丞琳、周深,86.1328125,Pop,国语,2016/10/16,positive,happy,1,0,0
1641,爱情错觉 - M哥,99.38401442,hiphop,国语,2019/6/6,positive,happy,1,0,0
1642,谁 (DJ何鹏版) - 雪十郎,99.38401442,hiphop,,,,happy,1,0,0
1643,相依为命 - RU,135.9991776,Pop,粤语,2008/9/25,negative,mad,1,0,0
1644,酒梦 - 纯音乐,117.4538352,Pop,闽南语,2019/9/21,negative,happy,1,0,0
1645,你莫走 - 山水组合,117.4538352,hiphop,其他,2020/4/13,positive,happy,1,0,0
1646,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,sad,1,0,0
1647,来给生活比个耶 (全网热播版) - 沈木,129.1992188,hiphop,英语,2019/11/15,positive,sad,1,0,0
1648,那些你很冒险的梦 (片段) - 刘大壮,66.25600962,rock,国语,2020/3/10,negative,peaceful,1,0,0
1649,来给生活比个耶 - 沈木,129.1992188,hiphop,国语,2020/5/22,negative,sad,1,0,0
1650,最远的你是我最近的爱 - 孙艺琪,135.9991776,blues,,,,sad,1,0,0
1651,知道不知道 - 刘韵,80.74951172,Pop,国语,2012/2/18,positive,happy,1,0,0
1652,有多少 (DJ版) - 孙方,129.1992188,hiphop,国语,2020/1/10,positive,mad,1,0,0
1653,Groovin' High - Lou Donaldson,73.828125,Jazz,英语,2019/10/16,,peaceful,1,0,0
1654,Seattle Drew and the Reverend Fu (arr. V. Norman) - tim young、United States Army Field Band,95.703125,pop,,,,sad,1,0,0
1655,ᥓᥣᥭᥰ ᥟᥣᥢ ᥐᥧᥭᥱ - July Tun,69.83741554,country,,,,sad,1,0,0
1656,Happy Ending - Ludwig Amadeus,95.703125,Pop,英语,2004/5/13,positive,happy,1,0,0
1657,田子坊 - 接个吻，开一枪、TSAR,89.10290948,Pop,国语,2004/8/3,positive,sad,1,0,0
1658,P.I.M.P (Remix) - AEZR、Neth MG,143.5546875,hiphop,,,,happy,1,0,0
1659,P.I.M.P (Remix) - AEZR、Neth MG,143.5546875,hiphop,,,,happy,1,0,0
1660,卡农 - 杨波,129.1992188,hiphop,,,,happy,1,0,0
1661,稍息立正站好 - 未知,135.9991776,rock,,,,mad,1,0,0
1662,稍息立正站好 - 未知,135.9991776,rock,,,,mad,1,0,0
1663,爱的太深也是祸 - 一只舟,103.359375,Pop,国语,2018/5/2,positive,happy,1,0,0
1664,回到夏天 (片段) - 爱写歌的小田,129.1992188,Dance,国语,2020/6/1,negative,peaceful,1,0,0
1665,We Are Perfect - Cristian Marchi,129.1992188,Electronica,英语,2016/9/5,negative,mad,1,0,0
1666,一生与你擦肩而过 - 阿悠悠,95.703125,Pop,国语,2019/11/7,positive,happy,1,0,0
1667,第131集 咖喱咖喱 一首快乐的小童谣 - 未知,135.9991776,Soundtrack,国语,2017/6/5,negative,happy,1,0,0
1668,Hopeful Hearts - Thomas Greenberg,117.4538352,Soundtrack,纯音乐,2012/10/1,positive,sad,1,0,0
1669,Apollo s Triumph - Audiomachine,123.046875,hiphop,,,,happy,1,0,0
1670,生日歌 - 风之曳,99.38401442,country,,,,mad,1,0,0
1671,Mojito - 唱歌的梓豪Jay,117.4538352,Pop,国语,2020/6/12,positive,mad,1,0,0
1672,单恋一枝花 (女声版片段) - 丫蛋蛋(马启涵)、九幺,107.6660156,hiphop,,,,happy,1,0,0
1673,Say So (Explicit) - Sassydee,112.3471467,hiphop,,,,happy,1,0,0
1674,Yellow - 电鸟个灯泡,117.4538352,hiphop,日语,2019/10/14,negative,peaceful,1,0,0
1675,布谷鸟 - 安子与九妹,92.28515625,blues,,,positive,happy,1,0,0
1676,布谷鸟 - 安子与九妹,92.28515625,blues,,,positive,happy,1,0,0
1677,布谷鸟 - 安子与九妹,92.28515625,blues,,,positive,happy,1,0,0
1678,布谷鸟 - 安子与九妹,92.28515625,blues,,,positive,happy,1,0,0
1679,布谷鸟 - 安子与九妹,92.28515625,blues,,,positive,happy,1,0,0
1680,布谷鸟 - 安子与九妹,92.28515625,blues,,,positive,happy,1,0,0
1681,布谷鸟 - 安子与九妹,92.28515625,blues,,,positive,happy,1,0,0
1682,温柔嗓音 (女声翻唱) - P.W.W.画风风,143.5546875,Pop,国语,2020/7/16,negative,peaceful,1,0,0
1683,温柔嗓音 (女声翻唱) - P.W.W.画风风,143.5546875,Pop,国语,2020/7/16,negative,peaceful,1,0,0
1684,大家一起喜羊羊 - 星光、韩夜、六爷,129.1992188,Pop,纯音乐,2020/3/7,negative,mad,1,0,0
1685,楽しい毎日 - 川井憲次,135.9991776,Soundtrack,纯音乐,2018/3/28,negative,peaceful,1,0,0
1686,Lucky One - Mich,129.1992188,Electronica,英语,2017/12/1,negative,mad,1,0,0
1687,同样 - 阿具,129.1992188,Pop,纯音乐,2020/6/12,negative,mad,1,0,0
1688,Kawej bessmertnyj - Russkij Narodnye Skazki,129.1992188,rock,,,,peaceful,1,0,0
1689,6大主角出场神曲，BGM一响我就输了！这是在召唤外挂吧！ - 未知,129.1992188,rock,,,,sad,1,0,0
1690,6大主角出场神曲，BGM一响我就输了！这是在召唤外挂吧！ - 未知,129.1992188,rock,,,,sad,1,0,0
1691,我伪装的很简单强悍坦然 - 德唯奇,123.046875,Pop,纯音乐,2019/6/12,positive,sad,1,0,0
1692,最帅气的街拍 (DJ阿金) - DJ,129.1992188,hiphop,其他,2018/11/26,positive,happy,1,0,0
1693,Take It All In - Russ、Rexx Life Raj,129.1992188,Rap/HipHop,英语,2017/2/14,positive,peaceful,1,0,0
1694,重要的事情说三遍 (DJ小鱼儿版) - 门小强、DJ小鱼儿,117.4538352,rock,,,,mad,1,0,0
1695,Tunak Tunak Tun (片段) - 一条小团团ovo,172.265625,WorldMusic,纯音乐,2009/11/28,positive,happy,1,0,0
1696,奇迹再现 - 毛毛,161.49902340000003,Pop,国语,2020/7/8,positive,mad,1,0,0
1697,勇敢爱 (片段) - 一口甜,143.5546875,blues,国语,2019/9/5,positive,sad,1,0,0
